filename,is_nodule,vX,vY,vZ,is_generated
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_212_444_298.png,0,444,298,212,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_176_194_320.png,0,194,320,176,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_147_171_224.png,0,171,224,147,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_204_306_188.png,0,306,188,204,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_233_253_317.png,0,253,317,233,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_287_213_312.png,0,213,312,287,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_179_374_203.png,0,374,203,179,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_119_169_382.png,0,169,382,119,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_116_366_329.png,0,366,329,116,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_210_140_312.png,0,140,312,210,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_183_215_357.png,0,215,357,183,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_187_241_170.png,0,241,170,187,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_124_119_330.png,0,119,330,124,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_228_102_322.png,0,102,322,228,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_287_161_341.png,0,161,341,287,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_257_403_283.png,0,403,283,257,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_78_375_376.png,0,375,376,78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_179_414_337.png,0,414,337,179,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_163_348_334.png,0,348,334,163,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_163_157_252.png,0,157,252,163,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_205_210_190.png,0,210,190,205,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_91_367_377.png,0,367,377,91,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_105_129_203.png,0,129,203,105,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_76_355_288.png,1,355,288,76,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_103_291_297.png,0,291,297,103,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_84_286_209.png,0,286,209,84,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_121_354_280.png,1,354,280,121,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_122_344_278.png,1,344,278,122,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_119_355_271.png,1,355,271,119,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_35_80_275.png,0,80,275,35,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_104_292_277.png,0,292,277,104,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_95_215_276.png,0,215,276,95,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_44_407_248.png,0,407,248,44,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_59_318_317.png,0,318,317,59,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_74_380_246.png,0,380,246,74,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_104_118_259.png,1,118,259,104,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_120_369_303.png,0,369,303,120,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_86_111_227.png,0,111,227,86,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_89_124_281.png,1,124,281,89,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_66_171_215.png,0,171,215,66,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_111_185_225.png,0,185,225,111,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_63_250_310.png,1,250,310,63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_77_152_308.png,0,152,308,77,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_75_181_335.png,0,181,335,75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_133_166_218.png,1,166,218,133,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_89_165_342.png,1,165,342,89,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_73_409_271.png,0,409,271,73,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_165_214_295.png,0,214,295,165,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_75_376_266.png,0,376,266,75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_175_359_308.png,0,359,308,175,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872_69_139_273.png,1,139,273,69,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872_71_391_271.png,0,391,271,71,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872_57_335_320.png,0,335,320,57,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_187_141_290.png,1,141,290,187,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_197_219_199.png,0,219,199,197,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_133_368_313.png,0,368,313,133,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_59_129_151.png,1,129,151,59,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_62_116_155.png,1,116,155,62,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_60_123_156.png,1,123,156,60,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_64_118_165.png,1,118,165,64,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_77_150_159.png,0,150,159,77,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_39_86_191.png,0,86,191,39,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_93_384_293.png,0,384,293,93,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_107_167_240.png,0,167,240,107,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_70_223_267.png,0,223,267,70,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_70_334_342.png,0,334,342,70,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_152_190_192.png,0,190,192,152,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_90_107_335.png,0,107,335,90,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_125_384_424.png,1,384,424,125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_113_133_427.png,1,133,427,113,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_79_414_262.png,1,414,262,79,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_96_170_450.png,1,170,450,96,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_117_70_318.png,1,70,318,117,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_109_449_270.png,1,449,270,109,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_50_367_421.png,0,367,421,50,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_65_222_364.png,0,222,364,65,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_168_396_320.png,0,396,320,168,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_155_351_361.png,0,351,361,155,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_75_417_378.png,0,417,378,75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_175_338_248.png,0,338,248,175,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_112_353_417.png,0,353,417,112,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_97_319_392.png,0,319,392,97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_157_103_258.png,0,103,258,157,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_142_221_404.png,0,221,404,142,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_93_147_455.png,0,147,455,93,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_203_266_343.png,0,266,343,203,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492_33_110_348.png,1,110,348,33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492_79_365_213.png,0,365,213,79,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492_60_326_283.png,0,326,283,60,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428_162_314_337.png,1,314,337,162,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428_180_188_257.png,0,188,257,180,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428_183_204_346.png,0,204,346,183,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_56_409_338.png,1,409,338,56,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_68_425_286.png,1,425,286,68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_57_382_326.png,0,382,326,57,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_101_347_276.png,0,347,276,101,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_78_186_310.png,0,186,310,78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_76_314_380.png,0,314,380,76,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_409_185_296.png,1,185,296,409,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_418_184_308.png,1,184,308,418,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_290_68_209.png,0,68,209,290,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_431_420_249.png,0,420,249,431,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_434_349_249.png,0,349,249,434,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_198_420_183.png,0,420,183,198,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987_187_427_351.png,1,427,351,187,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987_359_324_262.png,0,324,262,359,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987_253_398_179.png,0,398,179,253,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_143_109_358.png,1,109,358,143,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_229_168_312.png,1,168,312,229,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_230_230_248.png,0,230,248,230,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_146_330_299.png,0,330,299,146,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_235_213_256.png,0,213,256,235,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_232_270_239.png,0,270,239,232,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_80_427_303.png,1,427,303,80,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_133_290_392.png,1,290,392,133,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_104_426_271.png,1,426,271,104,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_197_150_260.png,0,150,260,197,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_74_97_153.png,0,97,153,74,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_134_274_328.png,0,274,328,134,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_110_359_395.png,0,359,395,110,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_157_153_269.png,0,153,269,157,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_86_139_327.png,0,139,327,86,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_114_334_328.png,1,334,328,114,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_114_190_190.png,1,190,190,114,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_113_192_203.png,1,192,203,113,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_113_202_195.png,1,202,195,113,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_113_195_196.png,1,195,196,113,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_115_325_321.png,1,325,321,115,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_111_329_328.png,1,329,328,111,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_119_328_332.png,1,328,332,119,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_111_337_315.png,1,337,315,111,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_113_347_325.png,1,347,325,113,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_58_399_326.png,0,399,326,58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_69_328_364.png,0,328,364,69,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_54_152_276.png,0,152,276,54,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_62_335_373.png,0,335,373,62,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_97_357_288.png,0,357,288,97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_76_211_239.png,0,211,239,76,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_54_158_342.png,0,158,342,54,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_46_141_276.png,0,141,276,46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_88_338_328.png,0,338,328,88,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_108_190_313.png,0,190,313,108,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_72_337_289.png,0,337,289,72,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_43_173_369.png,0,173,369,43,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_106_293_339.png,0,293,339,106,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_118_178_303.png,0,178,303,118,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_55_128_150.png,0,128,150,55,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_124_299_300.png,0,299,300,124,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_99_349_234.png,0,349,234,99,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_58_383_266.png,0,383,266,58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_64_200_246.png,0,200,246,64,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_88_178_343.png,0,178,343,88,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_86_342_309.png,1,342,309,86,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_91_319_327.png,1,319,327,91,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_64_89_228.png,1,89,228,64,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_91_357_270.png,1,357,270,91,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_88_181_320.png,1,181,320,88,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_82_130_234.png,1,130,234,82,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_69_393_287.png,1,393,287,69,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_57_231_305.png,1,231,305,57,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_64_137_269.png,0,137,269,64,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_81_158_206.png,0,158,206,81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_80_138_227.png,0,138,227,80,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_64_184_229.png,0,184,229,64,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_62_396_227.png,0,396,227,62,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_102_193_302.png,0,193,302,102,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_60_375_327.png,0,375,327,60,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_65_178_164.png,0,178,164,65,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_97_186_245.png,0,186,245,97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_92_157_332.png,0,157,332,92,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_72_336_275.png,0,336,275,72,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_60_326_355.png,0,326,355,60,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_54_122_329.png,0,122,329,54,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_79_320_338.png,0,320,338,79,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_81_358_298.png,0,358,298,81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_83_241_188.png,0,241,188,83,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_183_402_312.png,1,402,312,183,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_154_155_271.png,1,155,271,154,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_74_389_371.png,1,389,371,74,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_185_234_246.png,0,234,246,185,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_156_136_308.png,0,136,308,156,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_94_66_329.png,0,66,329,94,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_92_395_363.png,0,395,363,92,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_167_356_322.png,0,356,322,167,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_180_157_299.png,0,157,299,180,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_132_419_338.png,1,419,338,132,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_66_444_232.png,0,444,232,66,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_131_200_279.png,0,200,279,131,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_134_111_214.png,1,111,214,134,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_197_424_248.png,1,424,248,197,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_227_400_267.png,1,400,267,227,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_129_333_296.png,0,333,296,129,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_267_185_347.png,0,185,347,267,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_382_288_239.png,0,288,239,382,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_264_337_254.png,0,337,254,264,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_243_213_257.png,0,213,257,243,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_400_344_294.png,0,344,294,400,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_109_160_222.png,1,160,222,109,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_169_381_328.png,1,381,328,169,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_193_206_343.png,1,206,343,193,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_139_325_271.png,0,325,271,139,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_122_344_246.png,0,344,246,122,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_163_234_327.png,0,234,327,163,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_138_285_199.png,0,285,199,138,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_82_368_164.png,0,368,164,82,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_85_150_372.png,0,150,372,85,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_380_141_299.png,1,141,299,380,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_404_208_240.png,1,208,240,404,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_363_274_309.png,0,274,309,363,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_123_231_234.png,0,231,234,123,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_183_166_307.png,0,166,307,183,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_342_295_188.png,0,295,188,342,0
